publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	own_anchor	package:collection	all_issns	zdb_id
Gynkologie in der Praxis	1997-6690	1996-1553	2020	30	1				https://link.springer.com/journal/volumesAndIssues/41974		314760		fulltext		Springer Medizin	Serial		DESPR:deal_springer_current	1997-6690;3005-0758;1996-1553;3005-0766	3183581-8
Gynkologie in der Praxis	1997-6690	1996-1553	2020	30	1				https://link.springer.com/journal/volumesAndIssues/41974		314760		fulltext		Springer Medizin	Serial		DESPR:deal_springer_current	1997-6690;3005-0758;1996-1553;3005-0766	3183581-8
Gynkologie, Die	0017-5994	1433-0393	1997	30	1				https://link.springer.com/journal/volumesAndIssues/129		1501		fulltext		Springer	Serial		DESPR:deal_springer	0017-5994;2731-7102;1433-0393;2731-7110	3122868-9
Gynkologie, Die	0017-5994	1433-0393	1997	30	1				https://link.springer.com/journal/volumesAndIssues/129		1501		fulltext		Springer	Serial		DESPR:deal_springer	0017-5994;2731-7102;1433-0393;2731-7110	3122868-9
Gynkologie, Die	0017-5994	1433-0393	2020	53	1				https://link.springer.com/journal/volumesAndIssues/129		1501		fulltext		Springer	Serial		DESPR:deal_springer_current	0017-5994;2731-7102;1433-0393;2731-7110	3122868-9
Gynkologie, Die	0017-5994	1433-0393	2020	53	1				https://link.springer.com/journal/volumesAndIssues/129		1501		fulltext		Springer	Serial		DESPR:deal_springer_current	0017-5994;2731-7102;1433-0393;2731-7110	3122868-9
Gynkologische Endokrinologie	1610-2894	1610-2908	2002						https://link.springer.com/journal/volumesAndIssues/10304		30252		fulltext		Springer	Serial		DESPR:deal_springer	1610-2894;1610-2908	2092259-0
Gynkologische Endokrinologie	1610-2894	1610-2908	2002						https://link.springer.com/journal/volumesAndIssues/10304		30252		fulltext		Springer	Serial		DESPR:deal_springer	1610-2894;1610-2908	2092259-0
Gynkologische Endokrinologie	1610-2894	1610-2908	2020	18	1				https://link.springer.com/journal/volumesAndIssues/10304		30252		fulltext		Springer	Serial		DESPR:deal_springer_current	1610-2894;1610-2908	2092259-0
Gynkologische Endokrinologie	1610-2894	1610-2908	2020	18	1				https://link.springer.com/journal/volumesAndIssues/10304		30252		fulltext		Springer	Serial		DESPR:deal_springer_current	1610-2894;1610-2908	2092259-0
Gynecologic Oncology	0090-8258	1095-6859	2003	88		2022	167	3	https://www.sciencedirect.com/science/journal/00908258		1601		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0090-8258;1095-6859	1467974-7
Gynecologic Oncology	0090-8258	1095-6859	1995	56		2022	167	3	https://www.sciencedirect.com/science/journal/00908258		1601		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0090-8258;1095-6859	1467974-7
Gynecologic Oncology	0090-8258	1095-6859	2023	168					https://www.sciencedirect.com/science/journal/00908258		1601		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0090-8258;1095-6859	1467974-7
Gynecologic Oncology Reports		2352-5789	2014	10					https://www.sciencedirect.com/science/journal/23525789		230599		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2352-5789	2818505-5
Gyncologie Obsttrique & Fertilit	1297-9589	1769-6682	2000	28	10	2016	44	12	https://www.sciencedirect.com/science/journal/12979589		15071		fulltext		Elsevier Science	Serial		ELDEA:deal_elsevier_arch	1297-9589;1769-6682	2056919-1
Gyncologie Obsttrique & Fertilit	1297-9589	1769-6682	2000	28	10	2016	44	12	https://www.sciencedirect.com/science/journal/12979589		15071		fulltext		Elsevier Science	Serial		ELDEA:deal_elsevier_frc	1297-9589;1769-6682	2056919-1
Gyncologie Obsttrique Fertilit & Snologie	2468-7197	2468-7189	2017	45		2022	50	12	https://www.sciencedirect.com/science/journal/24687189		268663		fulltext		Elsevier Masson	Serial		ELDEA:deal_elsevier_arch	2468-7197;2468-7189	2887462-6
Gyncologie Obsttrique Fertilit & Snologie	2468-7197	2468-7189	2017	45		2022	50	12	https://www.sciencedirect.com/science/journal/24687189		268663		fulltext		Elsevier Masson	Serial		ELDEA:deal_elsevier_frc	2468-7197;2468-7189	2887462-6
Gyncologie Obsttrique Fertilit & Snologie	2468-7197	2468-7189	2023	51					https://www.sciencedirect.com/science/journal/24687189		268663		fulltext		Elsevier Masson	Serial		ELDEA:deal_elsevier_core	2468-7197;2468-7189	2887462-6
Gyroscopy and Navigation	2075-1087	2075-1109	2010	1	1				https://link.springer.com/journal/volumesAndIssues/13140		132084		fulltext		MAIK Nauka / Interperiodica via Springer	Serial		DESPR:deal_springer	2075-1087;2075-1109	2543122-5
Gyroscopy and Navigation	2075-1087	2075-1109	2010	1	1				https://link.springer.com/journal/volumesAndIssues/13140		132084		fulltext		MAIK Nauka / Interperiodica via Springer	Serial		DESPR:deal_springer	2075-1087;2075-1109	2543122-5
Gyroscopy and Navigation	2075-1087	2075-1109	2020	11	1				https://link.springer.com/journal/volumesAndIssues/13140		132084		fulltext		MAIK Nauka / Interperiodica via Springer	Serial		DESPR:deal_springer_current	2075-1087;2075-1109	2543122-5
Gyroscopy and Navigation	2075-1087	2075-1109	2020	11	1				https://link.springer.com/journal/volumesAndIssues/13140		132084		fulltext		MAIK Nauka / Interperiodica via Springer	Serial		DESPR:deal_springer_current	2075-1087;2075-1109	2543122-5
Habitat International	0197-3975	1873-5428	2003	27		2022	130		https://www.sciencedirect.com/science/journal/01973975		3676		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0197-3975;1873-5428	2001576-8
Habitat International	0197-3975	1873-5428	1995	19		2022	130		https://www.sciencedirect.com/science/journal/01973975		3676		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0197-3975;1873-5428	2001576-8
Habitat International	0197-3975	1873-5428	2023	131					https://www.sciencedirect.com/science/journal/01973975		3676		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0197-3975;1873-5428	2001576-8
Haemophilia	1351-8216	1365-2516	1997	3					https://onlinelibrary.wiley.com/journal/13652516		5836		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	1351-8216;1365-2516	2006344-1
Hague Journal on the Rule of Law	1876-4045	1876-4053	2009	1	1				https://link.springer.com/journal/volumesAndIssues/40803		124131		fulltext		Springer ; Asser Press ; formerly Cambridge University Press	Serial		DESPR:deal_springer	1876-4045;1876-4053	2508927-4
Hague Journal on the Rule of Law	1876-4045	1876-4053	2009	1	1				https://link.springer.com/journal/volumesAndIssues/40803		124131		fulltext		Springer ; Asser Press ; formerly Cambridge University Press	Serial		DESPR:deal_springer	1876-4045;1876-4053	2508927-4
Hague Journal on the Rule of Law	1876-4045	1876-4053	2020	12	1				https://link.springer.com/journal/volumesAndIssues/40803		124131		fulltext		Springer ; Asser Press ; formerly Cambridge University Press	Serial		DESPR:deal_springer_current	1876-4045;1876-4053	2508927-4
Hague Journal on the Rule of Law	1876-4045	1876-4053	2020	12	1				https://link.springer.com/journal/volumesAndIssues/40803		124131		fulltext		Springer ; Asser Press ; formerly Cambridge University Press	Serial		DESPR:deal_springer_current	1876-4045;1876-4053	2508927-4
Hand Surgery & Rehabilitation	1297-3203	2468-1210	2016	35		2022	41	6	https://www.sciencedirect.com/science/journal/24681229		240863		fulltext		Elsevier Masson SAS	Serial		ELDEA:deal_elsevier_arch	1297-3203;2468-1229;2468-1210	2848780-1
Hand Surgery & Rehabilitation	1297-3203	2468-1210	2016	35		2022	41	6	https://www.sciencedirect.com/science/journal/24681229		240863		fulltext		Elsevier Masson SAS	Serial		ELDEA:deal_elsevier_frc	1297-3203;2468-1229;2468-1210	2848780-1
Hand Surgery & Rehabilitation	1297-3203	2468-1210	2023	42					https://www.sciencedirect.com/science/journal/24681229		240863		fulltext		Elsevier Masson SAS	Serial		ELDEA:deal_elsevier_core	1297-3203;2468-1229;2468-1210	2848780-1
Hand, The	0072-968x	2043-6289	1969	1		1983	15	3	https://www.sciencedirect.com/science/journal/0072968X		216360		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0072-968x;2043-6289	2270603-3
Handbooks in Operations Research and Management Science	0927-0507		1995	7		2007	15		https://www.sciencedirect.com/science/handbooks/09270507		111474		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0927-0507	2473123-7
HardwareX		2468-0672	2017	1					https://www.sciencedirect.com/science/journal/24680672		323724		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2468-0672	2922395-7
Harmful Algae	1568-9883	1878-1470	2003	2		2022	120		https://www.sciencedirect.com/science/journal/15689883		31906		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1568-9883;1878-1470	2099362-6
Harmful Algae	1568-9883	1878-1470	2002	1		2022	120		https://www.sciencedirect.com/science/journal/15689883		31906		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1568-9883;1878-1470	2099362-6
Harmful Algae	1568-9883	1878-1470	2023	121					https://www.sciencedirect.com/science/journal/15689883		31906		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1568-9883;1878-1470	2099362-6
Hastings Center Report, The	0093-0334	1552-146X	1997	27					https://onlinelibrary.wiley.com/journal/1552146X		53586		fulltext		Wiley-Blackwell - SSH ; JSTOR ; frher: Hastings Center im Project MUSE	Serial		WIDEA:deal_wiley	0093-0334;1552-146X	2067369-3
Hautnah	1866-2250	2192-6484	2012	11	1				https://link.springer.com/journal/volumesAndIssues/12326		177413		fulltext		Springer	Serial		DESPR:deal_springer	1866-2250;2192-6484	2649452-8
Hautnah	1866-2250	2192-6484	2012	11	1				https://link.springer.com/journal/volumesAndIssues/12326		177413		fulltext		Springer	Serial		DESPR:deal_springer	1866-2250;2192-6484	2649452-8
Hautnah	1866-2250	2192-6484	2020	19	1				https://link.springer.com/journal/volumesAndIssues/12326		177413		fulltext		Springer	Serial		DESPR:deal_springer_current	1866-2250;2192-6484	2649452-8
Hautnah	1866-2250	2192-6484	2020	19	1				https://link.springer.com/journal/volumesAndIssues/12326		177413		fulltext		Springer	Serial		DESPR:deal_springer_current	1866-2250;2192-6484	2649452-8
Hautnah Dermatologie	0938-0221	2196-6451	2009	25	6				https://link.springer.com/journal/volumesAndIssues/15012		48807		fulltext		Springer Nature	Serial		DESPR:deal_springer	0938-0221;2196-6451	2168639-7
Hautnah Dermatologie	0938-0221	2196-6451	2009	25	6				https://link.springer.com/journal/volumesAndIssues/15012		48807		fulltext		Springer Nature	Serial		DESPR:deal_springer	0938-0221;2196-6451	2168639-7
Hautnah Dermatologie	0938-0221	2196-6451	2020	36	1				https://link.springer.com/journal/volumesAndIssues/15012		48807		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	0938-0221;2196-6451	2168639-7
Hautnah Dermatologie	0938-0221	2196-6451	2020	36	1				https://link.springer.com/journal/volumesAndIssues/15012		48807		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	0938-0221;2196-6451	2168639-7
Head and Neck (formerly: Head and Neck Surgery)	0148-6403	1097-0347	1996	18					https://onlinelibrary.wiley.com/journal/10970347		2611		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0148-6403;1043-3074;1097-0347	2001440-5
Head and Neck Pathology	1936-055X	1936-0568	2007	1	1				https://link.springer.com/journal/volumesAndIssues/12105		185019		fulltext		Springer Nature	Serial		DESPR:deal_springer	1936-055X;1936-0568	2407834-7
Head and Neck Pathology	1936-055X	1936-0568	2007	1	1				https://link.springer.com/journal/volumesAndIssues/12105		185019		fulltext		Springer Nature	Serial		DESPR:deal_springer	1936-055X;1936-0568	2407834-7
Head and Neck Pathology	1936-055X	1936-0568	2020	14	1				https://link.springer.com/journal/volumesAndIssues/12105		185019		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	1936-055X;1936-0568	2407834-7
Head and Neck Pathology	1936-055X	1936-0568	2020	14	1				https://link.springer.com/journal/volumesAndIssues/12105		185019		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	1936-055X;1936-0568	2407834-7
Headache : The Journal of Head and Face Pain	0017-8748	1526-4610	1997	37					https://headachejournal.onlinelibrary.wiley.com/		8257		fulltext		Wiley-Blackwell - STM ; American Headache Society	Serial		WIDEA:deal_wiley	0017-8748;1526-4610	2020316-0
Headache Currents	1743-5005	1743-5013	2004	1		2006	3		https://headachejournal.onlinelibrary.wiley.com/journal/17435013		46520		fulltext		Blackwell Publishing 	Serial		WIDEA:deal_wiley	1743-5005;1743-5013	2152160-8
Health & Place	1353-8292	1873-2054	1995	1		2022	78		https://www.sciencedirect.com/science/journal/13538292		3123		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1353-8292;1873-2054	2006340-4
Health & Place	1353-8292	1873-2054	1995	1		2022	78		https://www.sciencedirect.com/science/journal/13538292		3123		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1353-8292;1873-2054	2006340-4
Health & Place	1353-8292	1873-2054	2023	79					https://www.sciencedirect.com/science/journal/13538292		3123		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1353-8292;1873-2054	2006340-4
Health and Social Care in the Community (-2022)	0966-0410	1365-2524	1997	5		2022	30		https://onlinelibrary.wiley.com/journal/13652524		5837		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0966-0410;1365-2524	2006277-1
Health and Social Care in the Community (2023 -)	0966-0410	1365-2524	2023						https://onlinelibrary.wiley.com/journal/hsc		496003		fulltext		Wiley	Serial		WIDEA:deal_wiley	0966-0410;1365-2524	2006277-1
Health and Technology	2190-7188	2190-7196	2011	1	1				https://link.springer.com/journal/volumesAndIssues/12553		148377		fulltext		Springer	Serial		DESPR:deal_springer	2190-7188;2190-7196	2581463-1
Health and Technology	2190-7188	2190-7196	2011	1	1				https://link.springer.com/journal/volumesAndIssues/12553		148377		fulltext		Springer	Serial		DESPR:deal_springer	2190-7188;2190-7196	2581463-1
Health and Technology	2190-7188	2190-7196	2020	10	1				https://link.springer.com/journal/volumesAndIssues/12553		148377		fulltext		Springer	Serial		DESPR:deal_springer_current	2190-7188;2190-7196	2581463-1
Health and Technology	2190-7188	2190-7196	2020	10	1				https://link.springer.com/journal/volumesAndIssues/12553		148377		fulltext		Springer	Serial		DESPR:deal_springer_current	2190-7188;2190-7196	2581463-1
Health Care Analysis	1065-3058	1573-3394	1997	5	1				https://link.springer.com/journal/volumesAndIssues/10728		6315		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1065-3058;1573-3394	2005104-9
Health Care Analysis	1065-3058	1573-3394	1997	5	1				https://link.springer.com/journal/volumesAndIssues/10728		6315		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1065-3058;1573-3394	2005104-9
Health Care Analysis	1065-3058	1573-3394	2020	28	1				https://link.springer.com/journal/volumesAndIssues/10728		6315		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1065-3058;1573-3394	2005104-9
Health Care Analysis	1065-3058	1573-3394	2020	28	1				https://link.springer.com/journal/volumesAndIssues/10728		6315		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1065-3058;1573-3394	2005104-9
Health Care Management Science	1386-9620	1572-9389	1998	1	1				https://link.springer.com/journal/volumesAndIssues/10729		5343		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1386-9620;1572-9389	2006272-2
Health Care Management Science	1386-9620	1572-9389	1998	1	1				https://link.springer.com/journal/volumesAndIssues/10729		5343		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1386-9620;1572-9389	2006272-2
Health Care Management Science	1386-9620	1572-9389	2020	23	1				https://link.springer.com/journal/volumesAndIssues/10729		5343		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1386-9620;1572-9389	2006272-2
Health Care Management Science	1386-9620	1572-9389	2020	23	1				https://link.springer.com/journal/volumesAndIssues/10729		5343		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1386-9620;1572-9389	2006272-2
Health Care Science	2771-1749	2771-1757	2022	1					https://onlinelibrary.wiley.com/journal/27711757		494048		fulltext		Wiley	Serial		WIDEA:deal_wiley	2771-1749;2771-1757	3147978-9
Health Care Transitions		2949-9232	2023	1					https://www.sciencedirect.com/science/journal/29499232		504996		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2949-9232	3179228-5
Health Economics	1057-9230	1099-1050	1996	5					https://onlinelibrary.wiley.com/journal/10991050		4874		fulltext		Wiley-Blackwell - SSH 	Serial		WIDEA:deal_wiley	1057-9230;1099-1050	1483261-6
Health Expectations	1369-6513	1369-7625	1998	1					https://onlinelibrary.wiley.com/journal/13697625		5838		fulltext		Wiley-Blackwell	Serial		WIDEA:deal_wiley	1369-6513;1369-7625	2006357-X
Health Information and Libraries Journal	0265-6647	1365-2532	2000	17					https://onlinelibrary.wiley.com/journal/14711842		10037		fulltext		Wiley	Serial		WIDEA:deal_wiley	0265-6647;1471-1834;1365-2532;1471-1842	2006361-1
Health Information Science and Systems		2047-2501	2013	1	1				https://link.springer.com/journal/volumesAndIssues/13755		193932		fulltext		Springer	Serial		DESPR:deal_springer	2047-2501	2697647-X
Health Information Science and Systems		2047-2501	2013	1	1				https://link.springer.com/journal/volumesAndIssues/13755		193932		fulltext		Springer	Serial		DESPR:deal_springer	2047-2501	2697647-X
Health Information Science and Systems		2047-2501	2020	8	1				https://link.springer.com/journal/volumesAndIssues/13755		193932		fulltext		Springer	Serial		DESPR:deal_springer_current	2047-2501	2697647-X
Health Information Science and Systems		2047-2501	2020	8	1				https://link.springer.com/journal/volumesAndIssues/13755		193932		fulltext		Springer	Serial		DESPR:deal_springer_current	2047-2501	2697647-X
Health Outcomes Research in Medicine		1877-1319	2010	1		2012	3	4	https://www.sciencedirect.com/science/journal/18771319		134853		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1877-1319	2556799-8
Health Outcomes Research in Medicine		1877-1319	2010	1		2012	3	4	https://www.sciencedirect.com/science/journal/18771319		134853		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1877-1319	2556799-8
Health Policy	0168-8510	1872-6054	2003	63		2022	126	12	https://www.sciencedirect.com/science/journal/01688510		3124		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0168-8510;1872-6054	2006366-0
Health Policy	0168-8510	1872-6054	1995	31		2022	126	12	https://www.sciencedirect.com/science/journal/01688510		3124		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0168-8510;1872-6054	2006366-0
Health Policy	0168-8510	1872-6054	2023	127					https://www.sciencedirect.com/science/journal/01688510		3124		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0168-8510;1872-6054	2006366-0
Health Policy and Education	0165-2281	1878-2191	1980	1		1983	3	4	https://www.sciencedirect.com/science/journal/01652281		57077		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0165-2281;1878-2191	2296133-1
Health Policy and Technology	2211-8837	2211-8845	2012	1		2022	11	4	https://www.sciencedirect.com/science/journal/22118837		179786		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2211-8837;2211-8845	2652355-3
Health Policy and Technology	2211-8837	2211-8845	2012	1		2022	11	4	https://www.sciencedirect.com/science/journal/22118837		179786		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2211-8837;2211-8845	2652355-3
Health Policy and Technology	2211-8837	2211-8845	2023	12					https://www.sciencedirect.com/science/journal/22118837		179786		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2211-8837;2211-8845	2652355-3
Health Policy OPEN		2590-2296	2020	1					https://www.sciencedirect.com/science/journal/25902296		466029		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2590-2296	3017957-9
Health Promotion Journal of Australia	1036-1073	2201-1617	2002	13	3				https://onlinelibrary.wiley.com/journal/22011617		192177		fulltext		Wiley ; Australian Health Promotion Association ; formerly CSIRO Publishing	Serial		WIDEA:deal_wiley	1036-1073;2201-1617	2512001-3
Health Science Reports		2398-8835	2018	1					https://onlinelibrary.wiley.com/journal/23988835		338955		fulltext		Wiley	Serial		WIDEA:deal_wiley	2398-8835	2927182-4
Health Sciences Review		2772-6320	2021	1					https://www.sciencedirect.com/science/journal/27726320		483472		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2772-6320	3106159-X
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	2000	1	1				https://link.springer.com/journal/volumesAndIssues/10742		6319		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1387-3741;1572-9400	2005197-9
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	2000	1	1				https://link.springer.com/journal/volumesAndIssues/10742		6319		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer	1387-3741;1572-9400	2005197-9
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	2020	20	1				https://link.springer.com/journal/volumesAndIssues/10742		6319		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1387-3741;1572-9400	2005197-9
Health Services and Outcomes Research Methodology	1387-3741	1572-9400	2020	20	1				https://link.springer.com/journal/volumesAndIssues/10742		6319		fulltext		Springer Science+Business Media B.V. (formerly Kluwer Academic Publishers)	Serial		DESPR:deal_springer_current	1387-3741;1572-9400	2005197-9
Health Services Research (2002-)	0017-9124	1475-6773	2002	37					https://onlinelibrary.wiley.com/journal/14756773		20130		fulltext		Wiley-Blackwell - SSH 	Serial		WIDEA:deal_wiley	0017-9124;1475-6773	2078493-4
Healthcare : The Journal of Delivery Science and Innovation	2213-0764	2213-0772	2013	1		2022	10	4	https://www.sciencedirect.com/science/journal/22130764		199211		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2213-0764;2213-0772	2724773-9
Healthcare : The Journal of Delivery Science and Innovation	2213-0764	2213-0772	2013	1		2022	10	4	https://www.sciencedirect.com/science/journal/22130764		199211		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2213-0764;2213-0772	2724773-9
Healthcare : The Journal of Delivery Science and Innovation	2213-0764	2213-0772	2023	11					https://www.sciencedirect.com/science/journal/22130764		199211		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2213-0764;2213-0772	2724773-9
Healthcare Analytics		2772-4425	2021	1					https://www.sciencedirect.com/science/journal/27724425		485569		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2772-4425	3110202-5
Healthcare Infection	1835-5617	1835-5625	2008	13		2015	20	4	https://www.sciencedirect.com/science/journal/18355617		109369		fulltext		Elsevier ; CSIRO Publishing	Serial		ELDEA:deal_elsevier_arch	1835-5617;1835-5625	2441127-9
Healthcare Infection	1835-5617	1835-5625	2008	13		2015	20	4	https://www.sciencedirect.com/science/journal/18355617		109369		fulltext		Elsevier ; CSIRO Publishing	Serial		ELDEA:deal_elsevier_frc	1835-5617;1835-5625	2441127-9
Healthcare Management Forum	0840-4704	2352-3883	1988	1		1994	7	3	https://www.sciencedirect.com/science/journal/08404704		134550		fulltext		Sage Publishing ; formerly Elsevier	Serial		ELDEA:deal_elsevier_arch	0840-4704;2352-3883	2552324-7
Healthcare Technology Letters		2053-3713	2014	1					https://onlinelibrary.wiley.com/journal/20533713		219677		fulltext		Wiley ; The Institution of Engineering and Technology	Serial		WIDEA:deal_wiley	2053-3713	2782924-8
Hearing Research	0378-5955	1878-5891	2003	175		2022	426		https://www.sciencedirect.com/science/journal/03785955		3193		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0378-5955;1878-5891	2006374-X
Hearing Research	0378-5955	1878-5891	1995	82		2022	426		https://www.sciencedirect.com/science/journal/03785955		3193		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0378-5955;1878-5891	2006374-X
Hearing Research	0378-5955	1878-5891	2023	427					https://www.sciencedirect.com/science/journal/03785955		3193		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0378-5955;1878-5891	2006374-X
Heart and Lung	0147-9563	1527-3288	1995	24		2022	56		https://www.sciencedirect.com/science/journal/01479563		5889		fulltext		Elsevier ; American Association of Heart Failure Nurses	Serial		ELDEA:deal_elsevier_arch	0147-9563;1527-3288	2006428-7
Heart and Lung	0147-9563	1527-3288	1995	24		2022	56		https://www.sciencedirect.com/science/journal/01479563		5889		fulltext		Elsevier ; American Association of Heart Failure Nurses	Serial		ELDEA:deal_elsevier_frc	0147-9563;1527-3288	2006428-7
Heart and Lung	0147-9563	1527-3288	2023	57					https://www.sciencedirect.com/science/journal/01479563		5889		fulltext		Elsevier ; American Association of Heart Failure Nurses	Serial		ELDEA:deal_elsevier_core	0147-9563;1527-3288	2006428-7
Heart and Vessels	0910-8327	1615-2573	1997	12	1				https://link.springer.com/journal/volumesAndIssues/380		8756		fulltext		Springer	Serial		DESPR:deal_springer	0910-8327;1615-2573	1481441-9
Heart and Vessels	0910-8327	1615-2573	1997	12	1				https://link.springer.com/journal/volumesAndIssues/380		8756		fulltext		Springer	Serial		DESPR:deal_springer	0910-8327;1615-2573	1481441-9
Heart and Vessels	0910-8327	1615-2573	2020	35	1				https://link.springer.com/journal/volumesAndIssues/380		8756		fulltext		Springer	Serial		DESPR:deal_springer_current	0910-8327;1615-2573	1481441-9
Heart and Vessels	0910-8327	1615-2573	2020	35	1				https://link.springer.com/journal/volumesAndIssues/380		8756		fulltext		Springer	Serial		DESPR:deal_springer_current	0910-8327;1615-2573	1481441-9
Heart Failure Reviews	1382-4147	1573-7322	1997	1	4				https://link.springer.com/journal/volumesAndIssues/10741		6329		fulltext		Springer Nature	Serial		DESPR:deal_springer	1382-4147;1573-7322	2006431-7
Heart Failure Reviews	1382-4147	1573-7322	1997	1	4				https://link.springer.com/journal/volumesAndIssues/10741		6329		fulltext		Springer Nature	Serial		DESPR:deal_springer	1382-4147;1573-7322	2006431-7
Heart Failure Reviews	1382-4147	1573-7322	2020	25	1				https://link.springer.com/journal/volumesAndIssues/10741		6329		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	1382-4147;1573-7322	2006431-7
Heart Failure Reviews	1382-4147	1573-7322	2020	25	1				https://link.springer.com/journal/volumesAndIssues/10741		6329		fulltext		Springer Nature	Serial		DESPR:deal_springer_current	1382-4147;1573-7322	2006431-7
Heart Rhythm	1547-5271	1556-3871	2023	20					https://www.sciencedirect.com/science/journal/15475271		46522		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1547-5271;1556-3871	2152161-X
Heart Rhythm	1547-5271	1556-3871	2004	1		2022	19		https://www.sciencedirect.com/science/journal/15475271		46522		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1547-5271;1556-3871	2152161-X
Heart Rhythm O2		2666-5018	2020	1					https://www.sciencedirect.com/science/journal/26665018		473046		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2666-5018	3045010-X
Heart, Lung and Circulation	1443-9506	1444-2892	2003	12		2022	31	12	https://www.sciencedirect.com/science/journal/14439506		40893		fulltext		Elsevier, The Australasian Society of Cardiac and Thoracic Surgeons, The Cardiac Society of Australia and New Zealand ; formerly Wiley	Serial		ELDEA:deal_elsevier_arch	1443-9506;1444-2892	2026333-8
