publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	own_anchor	package:collection	all_issns	zdb_id
Clinical Drug Investigation	1173-2563	1179-1918	1997	13	1				https://link.springer.com/journal/volumesAndIssues/40261		10001		fulltext		Springer ; Adis	Serial		DESPR:deal_springer	1173-2563;1179-1918	2043793-6
Clinical Drug Investigation	1173-2563	1179-1918	2020	40	1				https://link.springer.com/journal/volumesAndIssues/40261		10001		fulltext		Springer ; Adis	Serial		DESPR:deal_springer_current	1173-2563;1179-1918	2043793-6
Clinical Drug Investigation	1173-2563	1179-1918	2020	40	1				https://link.springer.com/journal/volumesAndIssues/40261		10001		fulltext		Springer ; Adis	Serial		DESPR:deal_springer_current	1173-2563;1179-1918	2043793-6
Clinical Effectiveness in Nursing	1361-9004	1532-9275	1997	1		2005	9	4	https://www.sciencedirect.com/science/journal/13619004		10479		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1361-9004;1532-9275	2049077-X
Clinical Effectiveness in Nursing	1361-9004	1532-9275	1997	1		2005	9	4	https://www.sciencedirect.com/science/journal/13619004		10479		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1361-9004;1532-9275	2049077-X
Clinical Endocrinology	0300-0664	1365-2265	1997	46					https://onlinelibrary.wiley.com/journal/13652265		5436		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0300-0664;1365-2265	2004597-9
Clinical Epidemiology and Global Health (2013 - 2020)	2452-0918	2213-3984	2013	1		2020	8		https://www.sciencedirect.com/science/journal/22133984		195390		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2452-0918;2213-3984	2706124-3
Clinical Epidemiology and Global Health (2013 - 2020)	2452-0918	2213-3984	2013	1		2020	8		https://www.sciencedirect.com/science/journal/22133984		195390		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2452-0918;2213-3984	2706124-3
Clinical Epidemiology and Global Health (2013 - 2020)	2452-0918	2213-3984	2013	1		2020	8		https://www.sciencedirect.com/science/journal/22133984		195390		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2452-0918;2213-3984	2706124-3
Clinical Epidemiology and Global Health (2021 -)	2452-0918	2213-3984	2021	9					https://www.sciencedirect.com/science/journal/22133984		477407		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2452-0918;2213-3984	2706124-3
Clinical Epidemiology and Global Health (2021 -)	2452-0918	2213-3984	2021	9		2022	18		https://www.sciencedirect.com/science/journal/22133984		477407		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2452-0918;2213-3984	2706124-3
Clinical Epileptology	1617-6782	1610-0646	2003	16	1				https://link.springer.com/journal/volumesAndIssues/10309		34160		fulltext		Springer Medizin Verlag GmbH	Serial		DESPR:deal_springer	1617-6782;2948-104X;1610-0646;2948-1058	3154797-7
Clinical Epileptology	1617-6782	1610-0646	2003	16	1				https://link.springer.com/journal/volumesAndIssues/10309		34160		fulltext		Springer Medizin Verlag GmbH	Serial		DESPR:deal_springer	1617-6782;2948-104X;1610-0646;2948-1058	3154797-7
Clinical Epileptology	1617-6782	1610-0646	2020	33	1				https://link.springer.com/journal/volumesAndIssues/10309		34160		fulltext		Springer Medizin Verlag GmbH	Serial		DESPR:deal_springer_current	1617-6782;2948-104X;1610-0646;2948-1058	3154797-7
Clinical Epileptology	1617-6782	1610-0646	2020	33	1				https://link.springer.com/journal/volumesAndIssues/10309		34160		fulltext		Springer Medizin Verlag GmbH	Serial		DESPR:deal_springer_current	1617-6782;2948-104X;1610-0646;2948-1058	3154797-7
Clinical Eye and Vision Care	0953-4431	1879-1263	1995	7		2000	12	4	https://www.sciencedirect.com/science/journal/09534431		3163		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0953-4431;1879-1263	2004525-6
Clinical Eye and Vision Care	0953-4431	1879-1263	1995	7		2000	12	4	https://www.sciencedirect.com/science/journal/09534431		3163		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0953-4431;1879-1263	2004525-6
Clinical Gastroenterology and Hepatology	1542-3565	1542-7714	2023	21					https://www.sciencedirect.com/science/journal/15423565		33487		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1542-3565;1542-7714	2102638-5
Clinical Gastroenterology and Hepatology	1542-3565	1542-7714	2003	1		2022	20	12	https://www.sciencedirect.com/science/journal/15423565		33487		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1542-3565;1542-7714	2102638-5
Clinical Genetics	0009-9163	1399-0004	1997	51					https://onlinelibrary.wiley.com/journal/13990004		5396		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0009-9163;1399-0004	2004581-5
Clinical Genitourinary Cancer	1540-0352	1938-0682	2005	4	3	2022	20	6	https://www.sciencedirect.com/science/journal/15587673		191422		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1540-0352;1558-7673;1938-0682	2466266-5
Clinical Genitourinary Cancer	1540-0352	1938-0682	2005	4	3	2022	20	6	https://www.sciencedirect.com/science/journal/15587673		191422		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1540-0352;1558-7673;1938-0682	2466266-5
Clinical Genitourinary Cancer	1540-0352	1938-0682	2023	21					https://www.sciencedirect.com/science/journal/15587673		191422		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1540-0352;1558-7673;1938-0682	2466266-5
Clinical Imaging	0899-7071	1873-4499	2003	27		2022	92		https://www.sciencedirect.com/science/journal/08997071		3147		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0899-7071;1873-4499	2004578-5
Clinical Imaging	0899-7071	1873-4499	1995	19		2022	92		https://www.sciencedirect.com/science/journal/08997071		3147		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0899-7071;1873-4499	2004578-5
Clinical Imaging	0899-7071	1873-4499	2023	93					https://www.sciencedirect.com/science/journal/08997071		3147		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0899-7071;1873-4499	2004578-5
Clinical Immunology	1521-6616	1521-7035	2003	106		2022	245		https://www.sciencedirect.com/science/journal/15216616		1554		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1521-6616;1521-7035	1462862-4
Clinical Immunology	1521-6616	1521-7035	1999	90		2022	245		https://www.sciencedirect.com/science/journal/15216616		1554		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1521-6616;1521-7035	1462862-4
Clinical Immunology	1521-6616	1521-7035	2023	246					https://www.sciencedirect.com/science/journal/15216616		1554		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1521-6616;1521-7035	1462862-4
Clinical Immunology and Immunopathology	0090-1229	1090-2341	1972	1		1998	89	3	https://www.sciencedirect.com/science/journal/00901229		7608		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0090-1229;1090-2341	2017010-5
Clinical Immunology and Immunopathology	0090-1229	1090-2341	1995	74		1998	89	3	https://www.sciencedirect.com/science/journal/00901229		7608		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0090-1229;1090-2341	2017010-5
Clinical Immunology Communications		2772-6134	2021	1					https://www.sciencedirect.com/science/journal/27726134		485565		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2772-6134	3110161-6
Clinical Immunology Newsletter	0197-1859	1879-1255	1980	1	19	1999	19	12	https://www.sciencedirect.com/science/journal/01971859		7047		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0197-1859;1879-1255	2025382-5
Clinical Immunology Newsletter	0197-1859	1879-1255	1995	15		1999	19	12	https://www.sciencedirect.com/science/journal/01971859		7047		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0197-1859;1879-1255	2025382-5
Clinical Implant Dentistry and Related Research (CIDRR)	1523-0899	1708-8208	1999	1					https://onlinelibrary.wiley.com/journal/17088208		33828		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	1523-0899;1708-8208	2094120-1
Clinical Infection in Practice		2590-1702	2019	1					https://www.sciencedirect.com/science/journal/25901702		461075		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2590-1702	3003016-X
Clinical Journal of Gastroenterology	1865-7257	1865-7265	2008	1	1				https://link.springer.com/journal/volumesAndIssues/12328		107872		fulltext		Springer	Serial		DESPR:deal_springer	1865-7257;1865-7265	2429411-1
Clinical Journal of Gastroenterology	1865-7257	1865-7265	2008	1	1				https://link.springer.com/journal/volumesAndIssues/12328		107872		fulltext		Springer	Serial		DESPR:deal_springer	1865-7257;1865-7265	2429411-1
Clinical Journal of Gastroenterology	1865-7257	1865-7265	2020	13	1				https://link.springer.com/journal/volumesAndIssues/12328		107872		fulltext		Springer	Serial		DESPR:deal_springer_current	1865-7257;1865-7265	2429411-1
Clinical Journal of Gastroenterology	1865-7257	1865-7265	2020	13	1				https://link.springer.com/journal/volumesAndIssues/12328		107872		fulltext		Springer	Serial		DESPR:deal_springer_current	1865-7257;1865-7265	2429411-1
Clinical Leukemia	1931-6925	1938-0704	2006	1		2009	3	2	https://www.sciencedirect.com/science/journal/19316925		114837		fulltext		Elsevier; CIG Media Group	Serial		ELDEA:deal_elsevier_arch	1931-6925;1938-0704	2482607-8
Clinical Leukemia	1931-6925	1938-0704	2006	1		2009	3	2	https://www.sciencedirect.com/science/journal/19316925		114837		fulltext		Elsevier; CIG Media Group	Serial		ELDEA:deal_elsevier_frc	1931-6925;1938-0704	2482607-8
Clinical Lung Cancer	1525-7304	1938-0690	2000	1		2022	23	8	https://www.sciencedirect.com/science/journal/15257304		56498		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1525-7304;1938-0690	2193644-4
Clinical Lung Cancer	1525-7304	1938-0690	2000	1		2022	23	8	https://www.sciencedirect.com/science/journal/15257304		56498		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1525-7304;1938-0690	2193644-4
Clinical Lung Cancer	1525-7304	1938-0690	2023	24					https://www.sciencedirect.com/science/journal/15257304		56498		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1525-7304;1938-0690	2193644-4
Clinical Lymphoma	1526-9655	2152-2669	2000	1		2005	6	1	https://www.sciencedirect.com/science/journal/15269655		193009		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1526-9655;2152-2669	3181629-0
Clinical Lymphoma	1526-9655	2152-2669	2000	1		2005	6	1	https://www.sciencedirect.com/science/journal/15269655		193009		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1526-9655;2152-2669	3181629-0
Clinical Lymphoma & Myeloma	1557-9190	1938-0712	2005	6	2	2009	9	6	https://www.sciencedirect.com/science/journal/15579190		193008		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1557-9190;1938-0712	2193618-3
Clinical Lymphoma & Myeloma	1557-9190	1938-0712	2005	6	2	2009	9		https://www.sciencedirect.com/science/journal/15579190		193008		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1557-9190;1938-0712	2193618-3
Clinical Lymphoma, Myeloma & Leukemia	1526-9655	2152-2669	2010	10		2022	22	12	https://www.sciencedirect.com/science/journal/21522650		56496		fulltext		CIG Media Group; Elsevier	Serial		ELDEA:deal_elsevier_arch	1526-9655;2152-2650;2152-2669	2540998-0
Clinical Lymphoma, Myeloma & Leukemia	1526-9655	2152-2669	2010	10		2022	22	12	https://www.sciencedirect.com/science/journal/21522650		56496		fulltext		CIG Media Group; Elsevier	Serial		ELDEA:deal_elsevier_frc	1526-9655;2152-2650;2152-2669	2540998-0
Clinical Lymphoma, Myeloma & Leukemia	1526-9655	2152-2669	2023	23					https://www.sciencedirect.com/science/journal/21522650		56496		fulltext		CIG Media Group; Elsevier	Serial		ELDEA:deal_elsevier_core	1526-9655;2152-2650;2152-2669	2540998-0
Clinical Mass Spectrometry		2376-9998	2016	1		2020	18		https://www.sciencedirect.com/science/journal/23769998		455175		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2376-9998	2879053-4
Clinical Mass Spectrometry		2376-9998	2016	1		2020	18		https://www.sciencedirect.com/science/journal/23769998		455175		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2376-9998	2879053-4
Clinical Materials	0267-6605	1878-6979	1986	1		1994	17	4	https://www.sciencedirect.com/science/journal/02676605		57234		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0267-6605;1878-6979	2197390-8
Clinical Medicine (JRCPL, ClinMed)	1470-2118	1473-4893	2001	1					https://www.sciencedirect.com/journal/clinical-medicine		19918		fulltext		Royal College of Physicians of London	Serial		ELDEA:deal_elsevier_core	1470-2118;1473-4893	2074994-6
Clinical Microbiology and Infection	1198-743X	1469-0691	2023	29					https://www.sciencedirect.com/science/journal/1198743X		8228		fulltext		Elsevier ; formerly Wiley-Blackwell 	Serial		ELDEA:deal_elsevier_core	1198-743X;1469-0691	2020034-1
Clinical Microbiology Newsletter	0196-4399	1873-4391	2003	25		2022	44	24	https://www.sciencedirect.com/science/journal/01964399		3106		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0196-4399;1873-4391	2020491-7
Clinical Microbiology Newsletter	0196-4399	1873-4391	1995	17		2022	44	24	https://www.sciencedirect.com/science/journal/01964399		3106		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0196-4399;1873-4391	2020491-7
Clinical Microbiology Newsletter	0196-4399	1873-4391	2023	45					https://www.sciencedirect.com/science/journal/01964399		3106		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0196-4399;1873-4391	2020491-7
Clinical Neuroimaging		2837-3219	2024	1					https://onlinelibrary.wiley.com/journal/28373219		514823		fulltext		Wiley	Serial		WIDEA:deal_wiley	2837-3219	3190610-2
Clinical Neurology and Neurosurgery	0303-8467	1872-6968	2003	105	2	2022	223		https://www.sciencedirect.com/science/journal/03038467		3243		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0303-8467;1872-6968	2004613-3
Clinical Neurology and Neurosurgery	0303-8467	1872-6968	1995	97		2022	223		https://www.sciencedirect.com/science/journal/03038467		3243		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0303-8467;1872-6968	2004613-3
Clinical Neurology and Neurosurgery	0303-8467	1872-6968	2023	224					https://www.sciencedirect.com/science/journal/03038467		3243		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0303-8467;1872-6968	2004613-3
Clinical Neurophysiology	1388-2457	0921-884X	2003	114		2022	144		https://www.sciencedirect.com/science/journal/13882457		5776		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1388-2457;0921-884X;1872-8952	1499934-1
Clinical Neurophysiology	1388-2457	0921-884X	1999	110		2022	144		https://www.sciencedirect.com/science/journal/13882457		5776		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1388-2457;0921-884X;1872-8952	1499934-1
Clinical Neurophysiology	1388-2457	0921-884X	2023	145					https://www.sciencedirect.com/science/journal/13882457		5776		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	1388-2457;0921-884X;1872-8952	1499934-1
Clinical Neurophysiology Practice		2467-981X	2016	1					https://www.sciencedirect.com/science/journal/2467981X		243995		fulltext		Elsevier ; PubMed Central	Serial		ELDEA:deal_elsevier_core	2467-981X	2854224-1
Clinical Neuroradiology	0939-7116	1615-6706	1997	7	1				https://link.springer.com/journal/volumesAndIssues/62		65883		fulltext		Springer	Serial		DESPR:deal_springer	0939-7116;1869-1439;1615-6706;1869-1447	2232347-8
Clinical Neuroradiology	0939-7116	1615-6706	1997	7	1				https://link.springer.com/journal/volumesAndIssues/62		65883		fulltext		Springer	Serial		DESPR:deal_springer	0939-7116;1869-1439;1615-6706;1869-1447	2232347-8
Clinical Neuroradiology	0939-7116	1615-6706	2020	30	1				https://link.springer.com/journal/volumesAndIssues/62		65883		fulltext		Springer	Serial		DESPR:deal_springer_current	0939-7116;1869-1439;1615-6706;1869-1447	2232347-8
Clinical Neuroradiology	0939-7116	1615-6706	2020	30	1				https://link.springer.com/journal/volumesAndIssues/62		65883		fulltext		Springer	Serial		DESPR:deal_springer_current	0939-7116;1869-1439;1615-6706;1869-1447	2232347-8
Clinical Neuroscience Research	1566-2772	1873-779X	2003	2	5	2007	6	6	https://www.sciencedirect.com/science/journal/15662772		10557		fulltext		Elsevier Science / Association for Research in Nervous and Mental Disease	Serial		ELDEA:deal_elsevier_arch	1566-2772;1873-779X	2050446-9
Clinical Neuroscience Research	1566-2772	1873-779X	2001	1		2007	6	6	https://www.sciencedirect.com/science/journal/15662772		10557		fulltext		Elsevier Science / Association for Research in Nervous and Mental Disease	Serial		ELDEA:deal_elsevier_frc	1566-2772;1873-779X	2050446-9
Clinical Nutrition	0261-5614	1532-1983	2003	22		2022	41	12	https://www.sciencedirect.com/science/journal/02615614		7350		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0261-5614;1532-1983	2009052-3
Clinical Nutrition	0261-5614	1532-1983	1995	14		2022	41	12	https://www.sciencedirect.com/science/journal/02615614		7350		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0261-5614;1532-1983	2009052-3
Clinical Nutrition	0261-5614	1532-1983	2023	42					https://www.sciencedirect.com/science/journal/02615614		7350		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0261-5614;1532-1983	2009052-3
Clinical Nutrition ESPEN		2405-4577	2015	10		2022	52		https://www.sciencedirect.com/science/journal/24054577		230267		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2405-4577	2816659-0
Clinical Nutrition ESPEN		2405-4577	2015	10		2022	52		https://www.sciencedirect.com/science/journal/24054577		230267		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2405-4577	2816659-0
Clinical Nutrition ESPEN		2405-4577	2023	53					https://www.sciencedirect.com/science/journal/24054577		230267		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2405-4577	2816659-0
Clinical Nutrition Open Science		2667-2685	2021	35					https://www.sciencedirect.com/science/journal/26672685		476861		fulltext		Elsevier B.V.	Serial		ELDEA:deal_elsevier_core	2667-2685	3058863-7
Clinical Nutrition Supplements	1744-1161	1878-3368	2004	1		2012	7	1	https://www.sciencedirect.com/science/journal/17441161		57236		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1744-1161;1878-3368	2202217-X
Clinical Nutrition Supplements	1744-1161	1878-3368	2004	1		2012	7	1	https://www.sciencedirect.com/science/journal/17441161		57236		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1744-1161;1878-3368	2202217-X
Clinical Obesity	1758-8103	1758-8111	2011	1					https://onlinelibrary.wiley.com/journal/17588111		159093		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	1758-8103;1758-8111	2603811-0
Clinical Oncology	0936-6555	1433-2981	2003	15		2022	34	12	https://www.sciencedirect.com/science/journal/09366555		19027		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0936-6555;1433-2981	1458892-4
Clinical Oncology	0936-6555	1433-2981	1995	7		2022	34	12	https://www.sciencedirect.com/science/journal/09366555		19027		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0936-6555;1433-2981	1458892-4
Clinical Oncology	0936-6555	1433-2981	2023	35					https://www.sciencedirect.com/science/journal/09366555		19027		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0936-6555;1433-2981	1458892-4
Clinical Oral Implants Research	0905-7161	1600-0501	1997	8					https://onlinelibrary.wiley.com/journal/16000501		8058		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0905-7161;1600-0501	2027104-9
Clinical Oral Investigations	1432-6981	1436-3771	1997	1	1				https://link.springer.com/journal/volumesAndIssues/784		2362		fulltext		Springer	Serial		DESPR:deal_springer	1432-6981;1436-3771	1472578-2
Clinical Oral Investigations	1432-6981	1436-3771	1997	1	1				https://link.springer.com/journal/volumesAndIssues/784		2362		fulltext		Springer	Serial		DESPR:deal_springer	1432-6981;1436-3771	1472578-2
Clinical Oral Investigations	1432-6981	1436-3771	2020	24	1				https://link.springer.com/journal/volumesAndIssues/784		2362		fulltext		Springer	Serial		DESPR:deal_springer_current	1432-6981;1436-3771	1472578-2
Clinical Oral Investigations	1432-6981	1436-3771	2020	24	1				https://link.springer.com/journal/volumesAndIssues/784		2362		fulltext		Springer	Serial		DESPR:deal_springer_current	1432-6981;1436-3771	1472578-2
Clinical Otolaryngology	0307-7772	1365-2273	1997	22					https://onlinelibrary.wiley.com/journal/17494486		60416		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0307-7772;1749-4478;1365-2273;1749-4486	2206071-6
Clinical Ovarian and Other Gynecologic Cancer	1941-4390		2012	5		2014	7	2	https://www.sciencedirect.com/science/journal/22129553		186256		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1941-4390	2677847-6
Clinical Ovarian Cancer	1941-4390	1941-4404	2008	1		2011	4	2	https://www.sciencedirect.com/science/journal/19414390		114838		fulltext		Elsevier ; CIG Media Group	Serial		ELDEA:deal_elsevier_arch	1941-4390;1941-4404	2482609-1
Clinical Ovarian Cancer	1941-4390	1941-4404	2008	1		2011	4	2	https://www.sciencedirect.com/science/journal/19414390		114838		fulltext		Elsevier ; CIG Media Group	Serial		ELDEA:deal_elsevier_frc	1941-4390;1941-4404	2482609-1
Clinical Parkinsonism & Related Disorders		2590-1125	2019	1					https://www.sciencedirect.com/science/journal/25901125		459390		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	2590-1125	3003034-1
Clinical Pediatric Emergency Medicine	1522-8401	1558-2310	1999	1		2020	21	3	https://www.sciencedirect.com/science/journal/15228401		40050		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1522-8401;1558-2310	2132494-3
Clinical Pediatric Emergency Medicine	1522-8401	1558-2310	1999	1		2020	21	3	https://www.sciencedirect.com/science/journal/15228401		40050		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1522-8401;1558-2310	2132494-3
Clinical Pharmacokinetics	0312-5963	1179-1926	1997	32	1				https://link.springer.com/journal/volumesAndIssues/40262		10002		fulltext		Springer ; Adis	Serial		DESPR:deal_springer	0312-5963;1179-1926	2043781-X
Clinical Pharmacokinetics	0312-5963	1179-1926	1997	32	1				https://link.springer.com/journal/volumesAndIssues/40262		10002		fulltext		Springer ; Adis	Serial		DESPR:deal_springer	0312-5963;1179-1926	2043781-X
Clinical Pharmacokinetics	0312-5963	1179-1926	2020	59	1				https://link.springer.com/journal/volumesAndIssues/40262		10002		fulltext		Springer ; Adis	Serial		DESPR:deal_springer_current	0312-5963;1179-1926	2043781-X
Clinical Pharmacokinetics	0312-5963	1179-1926	2020	59	1				https://link.springer.com/journal/volumesAndIssues/40262		10002		fulltext		Springer ; Adis	Serial		DESPR:deal_springer_current	0312-5963;1179-1926	2043781-X
Clinical Pharmacology & Therapeutics	0009-9236	1532-6535	1997	61					https://onlinelibrary.wiley.com/journal/15326535		9718		fulltext		Wiley	Serial		WIDEA:deal_wiley	0009-9236;1532-6535	2040184-X
Clinical Pharmacology in Drug Development	2160-763X	2160-7648	2012	1					https://onlinelibrary.wiley.com/journal/21607648		177186		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	2160-763X;2160-7648	2649010-9
Clinical Physiology and Functional Imaging	0144-5979	1365-2281	1997	17					https://onlinelibrary.wiley.com/journal/1475097X		5789		fulltext		Wiley-Blackwell - STM	Serial		WIDEA:deal_wiley	0144-5979;1475-0961;1365-2281;1475-097X	2004626-1
Clinical Plasma Medicine		2212-8166	2013	1		2020	20		https://www.sciencedirect.com/science/journal/22128166		193758		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2212-8166	2696582-3
Clinical Plasma Medicine		2212-8166	2013	1		2020	20		https://www.sciencedirect.com/science/journal/22128166		193758		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2212-8166	2696582-3
Clinical Prostate Cancer	1540-0352		2002	1		2005	4	2	https://www.sciencedirect.com/science/journal/15400352		191423		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	1540-0352	2193651-1
Clinical Prostate Cancer	1540-0352		2002	1		2005	4	2	https://www.sciencedirect.com/science/journal/15400352		191423		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	1540-0352	2193651-1
Clinical Psychologist	1328-4207	1742-9552	1996	1		2020	24		https://onlinelibrary.wiley.com/journal/17429552		42326		fulltext		Routledge, Taylor & Francis ; formerly Wiley-Blackwell	Serial		WIDEA:deal_wiley	1328-4207;1742-9552	2146504-6
Clinical Psychology : Science and Practice	0969-5893	1468-2850	1997	4		2020	27		https://onlinelibrary.wiley.com/journal/14682850		1767		fulltext		Wiley-Blackwell - SSH 	Serial		WIDEA:deal_wiley	0969-5893;1468-2850	1484850-8
Clinical Psychology and Psychotherapy	1063-3995	1099-0879	1997	4					https://onlinelibrary.wiley.com/journal/10990879		4983		fulltext		Wiley-Blackwell - SSH 	Serial		WIDEA:deal_wiley	1063-3995;1099-0879	2004636-4
Clinical Psychology Review	0272-7358	1873-7811	2003	23		2022	98		https://www.sciencedirect.com/science/journal/02727358		3207		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0272-7358;1873-7811	1499936-5
Clinical Psychology Review	0272-7358	1873-7811	1995	15		2022	98		https://www.sciencedirect.com/science/journal/02727358		3207		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0272-7358;1873-7811	1499936-5
Clinical Psychology Review	0272-7358	1873-7811	2023	99					https://www.sciencedirect.com/science/journal/02727358		3207		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0272-7358;1873-7811	1499936-5
Clinical Queries Nephrology		2211-9477	2012	1		2016	5	2	https://www.sciencedirect.com/science/journal/22119477		179760		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	2211-9477	2652158-1
Clinical Queries Nephrology		2211-9477	2012	1		2016	5	2	https://www.sciencedirect.com/science/journal/22119477		179760		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	2211-9477	2652158-1
Clinical Radiology	0009-9260	1365-229X	2003	58		2022	77	12	https://www.sciencedirect.com/science/journal/00099260		6610		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_arch	0009-9260;1365-229X	2002588-9
Clinical Radiology	0009-9260	1365-229X	1995	50		2022	77	12	https://www.sciencedirect.com/science/journal/00099260		6610		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_frc	0009-9260;1365-229X	2002588-9
Clinical Radiology	0009-9260	1365-229X	2023	78					https://www.sciencedirect.com/science/journal/00099260		6610		fulltext		Elsevier	Serial		ELDEA:deal_elsevier_core	0009-9260;1365-229X	2002588-9
Clinical Research in Cardiology	0300-5860	1435-1285	1997	86	1				https://link.springer.com/journal/volumesAndIssues/392		62352		fulltext		Springer	Serial		DESPR:deal_springer	0300-5860;1861-0684;1435-1285;1861-0692	2218331-0
Clinical Research in Cardiology	0300-5860	1435-1285	1997	86	1				https://link.springer.com/journal/volumesAndIssues/392		62352		fulltext		Springer	Serial		DESPR:deal_springer	0300-5860;1861-0684;1435-1285;1861-0692	2218331-0
Clinical Research in Cardiology	0300-5860	1435-1285	2020	109	1				https://link.springer.com/journal/volumesAndIssues/392		62352		fulltext		Springer	Serial		DESPR:deal_springer_current	0300-5860;1861-0684;1435-1285;1861-0692	2218331-0
Clinical Research in Cardiology	0300-5860	1435-1285	2020	109	1				https://link.springer.com/journal/volumesAndIssues/392		62352		fulltext		Springer	Serial		DESPR:deal_springer_current	0300-5860;1861-0684;1435-1285;1861-0692	2218331-0
